,PassengerId,Destination,VIP,Cabin,CryoSleep,Transported
1575,1669_02,TRAPPIST-1e,False,F/317/S,True,True
1576,1669_03,55 Cancri e,False,F/317/S,False,False
1577,1670_01,TRAPPIST-1e,False,G/269/P,False,False
1578,1670_02,TRAPPIST-1e,False,G/269/P,True,False
1579,1671_01,55 Cancri e,False,B/73/S,False,False
1580,1672_01,TRAPPIST-1e,False,F/318/S,False,False
1581,1673_01,55 Cancri e,False,F/330/P,False,False
1582,1674_01,PSO J318.5-22,False,G/260/S,True,False
1583,1676_01,TRAPPIST-1e,False,G/270/P,True,False
1584,1677_01,TRAPPIST-1e,False,E/103/P,False,False
1585,1681_01,TRAPPIST-1e,False,G/261/S,False,False
1586,1682_01,TRAPPIST-1e,False,F/331/P,True,True
1587,1685_01,55 Cancri e,False,,False,False
1588,1685_02,55 Cancri e,False,G/272/P,False,False
1589,1685_03,TRAPPIST-1e,False,G/272/P,True,True
1590,1687_01,TRAPPIST-1e,True,F/334/P,False,False
1591,1688_01,TRAPPIST-1e,False,E/124/S,False,False
1592,1688_02,TRAPPIST-1e,False,,True,False
1593,1688_03,TRAPPIST-1e,False,G/262/S,True,True
1594,1690_01,TRAPPIST-1e,False,F/335/P,False,False
1595,1691_01,TRAPPIST-1e,False,F/321/S,False,False
1596,1694_01,PSO J318.5-22,False,G/263/S,True,True
1597,1695_01,TRAPPIST-1e,False,G/264/S,False,False
1598,1696_01,TRAPPIST-1e,False,B/55/P,False,False
1599,1697_01,TRAPPIST-1e,,G/274/P,False,False
1600,1698_01,PSO J318.5-22,False,E/125/S,True,True
1601,1699_01,55 Cancri e,False,F/336/P,False,True
1602,1700_01,TRAPPIST-1e,False,B/74/S,True,True
1603,1700_02,TRAPPIST-1e,False,B/74/S,False,False
1604,1704_01,TRAPPIST-1e,False,D/60/S,False,False
1605,1704_02,55 Cancri e,False,D/60/S,False,True
1606,1705_01,TRAPPIST-1e,True,E/126/S,False,False
1607,1708_01,PSO J318.5-22,False,F/338/P,False,False
1608,1709_01,TRAPPIST-1e,False,F/326/S,False,False
1609,1709_02,TRAPPIST-1e,False,D/61/S,False,True
1610,1709_03,TRAPPIST-1e,False,,False,False
1611,1709_04,TRAPPIST-1e,False,E/127/S,False,False
1612,1709_05,TRAPPIST-1e,False,F/326/S,True,True
1613,1709_06,TRAPPIST-1e,False,D/61/S,False,False
1614,1709_07,TRAPPIST-1e,False,F/326/S,False,False
1615,1710_01,PSO J318.5-22,False,G/276/P,True,True
1616,1711_01,TRAPPIST-1e,False,F/327/S,,False
1617,1712_01,TRAPPIST-1e,False,F/339/P,,False
1618,1712_02,TRAPPIST-1e,False,F/339/P,False,False
1619,1713_01,TRAPPIST-1e,False,G/277/P,False,False
1620,1714_01,TRAPPIST-1e,False,G/265/S,False,False
1621,1715_01,TRAPPIST-1e,False,G/266/S,True,False
1622,1717_01,TRAPPIST-1e,False,E/105/P,False,True
1623,1717_02,TRAPPIST-1e,False,E/105/P,False,False
1624,1718_01,TRAPPIST-1e,False,,True,True
1625,1719_01,TRAPPIST-1e,False,G/278/P,True,False
1626,1721_01,TRAPPIST-1e,False,F/341/P,False,False
1627,1723_01,TRAPPIST-1e,,E/128/S,False,False
1628,1724_01,55 Cancri e,False,A/21/S,False,True
1629,1725_01,TRAPPIST-1e,False,F/328/S,False,False
1630,1727_01,,False,F/342/P,True,True
1631,1727_02,55 Cancri e,False,D/54/P,False,False
1632,1728_01,TRAPPIST-1e,False,G/280/P,False,False
1633,1729_01,TRAPPIST-1e,False,F/343/P,False,True
1634,1730_01,55 Cancri e,False,E/106/P,False,True
1635,1731_01,PSO J318.5-22,False,G/281/P,True,True
1636,1731_02,55 Cancri e,False,G/281/P,False,True
1637,1733_01,TRAPPIST-1e,False,F/344/P,False,False
1638,1734_01,TRAPPIST-1e,False,G/283/P,True,True
1639,1736_01,PSO J318.5-22,False,G/284/P,True,False
1640,1738_01,TRAPPIST-1e,False,E/129/S,False,False
1641,1738_02,55 Cancri e,False,G/268/S,True,True
1642,1739_01,PSO J318.5-22,False,G/269/S,True,True
1643,1740_01,TRAPPIST-1e,False,G/270/S,False,False
1644,1742_01,PSO J318.5-22,True,D/55/P,False,False
1645,1745_01,TRAPPIST-1e,False,E/130/S,False,False
1646,1746_01,TRAPPIST-1e,False,F/331/S,True,True
1647,1747_01,55 Cancri e,False,G/271/S,False,True
1648,1748_01,TRAPPIST-1e,False,G/287/P,False,False
1649,1748_02,TRAPPIST-1e,False,G/287/P,False,False
1650,1748_03,TRAPPIST-1e,False,G/287/P,False,True
1651,1749_01,PSO J318.5-22,False,G/288/P,True,False
1652,1752_01,55 Cancri e,False,F/333/S,False,True
1653,1753_01,TRAPPIST-1e,False,G/272/S,True,True
1654,1755_01,TRAPPIST-1e,False,G/273/S,True,False
1655,1757_01,TRAPPIST-1e,False,F/334/S,False,False
1656,1758_01,TRAPPIST-1e,False,G/274/S,False,False
1657,1760_01,TRAPPIST-1e,False,F/336/S,False,False
1658,1761_01,55 Cancri e,False,F/347/P,False,False
1659,1762_01,PSO J318.5-22,False,E/132/S,False,True
1660,1762_02,,False,G/275/S,False,False
1661,1763_01,TRAPPIST-1e,False,E/133/S,False,True
1662,1764_01,TRAPPIST-1e,False,F/337/S,True,True
1663,1764_02,TRAPPIST-1e,False,E/134/S,False,False
1664,1766_01,55 Cancri e,False,F/338/S,False,False
1665,1767_01,55 Cancri e,False,C/65/S,True,True
1666,1767_02,TRAPPIST-1e,False,C/65/S,False,True
1667,1767_03,TRAPPIST-1e,False,C/65/S,False,True
1668,1767_04,TRAPPIST-1e,False,C/65/S,True,True
1669,1768_01,TRAPPIST-1e,False,G/276/S,False,False
1670,1769_01,TRAPPIST-1e,False,F/339/S,True,True
1671,1770_01,55 Cancri e,False,B/75/S,True,True
1672,1771_01,TRAPPIST-1e,False,G/291/P,False,True
1673,1772_01,TRAPPIST-1e,False,F/348/P,False,False
1674,1774_01,TRAPPIST-1e,False,E/135/S,True,True
1675,1775_01,TRAPPIST-1e,False,G/277/S,False,True
1676,1776_01,TRAPPIST-1e,False,G/278/S,False,False
1677,1778_01,PSO J318.5-22,False,G/279/S,True,False
1678,1779_01,55 Cancri e,False,F/349/P,False,True
1679,1781_01,55 Cancri e,False,C/66/S,False,True
1680,1782_01,TRAPPIST-1e,False,,True,False
1681,1782_02,TRAPPIST-1e,,F/341/S,False,False
1682,1783_01,55 Cancri e,False,G/281/S,False,False
1683,1783_02,PSO J318.5-22,False,G/281/S,True,False
1684,1785_01,55 Cancri e,False,E/107/P,True,False
1685,1786_01,TRAPPIST-1e,False,F/342/S,False,False
1686,1792_01,TRAPPIST-1e,False,F/352/P,False,False
1687,1796_01,TRAPPIST-1e,,C/67/S,True,True
1688,1797_01,55 Cancri e,False,B/57/P,True,True
1689,1798_01,TRAPPIST-1e,False,E/137/S,False,False
1690,1799_01,TRAPPIST-1e,,G/295/P,False,False
1691,1800_01,55 Cancri e,False,G/283/S,False,True
1692,1800_02,55 Cancri e,False,G/283/S,True,False
1693,1800_03,TRAPPIST-1e,False,G/283/S,True,False
1694,1800_04,TRAPPIST-1e,False,G/283/S,False,True
1695,1800_05,TRAPPIST-1e,False,G/283/S,True,True
1696,1802_01,TRAPPIST-1e,False,E/109/P,False,False
1697,1803_01,55 Cancri e,False,F/354/P,False,False
1698,1804_01,TRAPPIST-1e,False,F/355/P,True,True
1699,1805_01,TRAPPIST-1e,False,G/284/S,True,True
1700,1806_01,TRAPPIST-1e,False,E/138/S,False,False
1701,1807_01,55 Cancri e,False,B/58/P,False,False
1702,1808_01,TRAPPIST-1e,False,F/346/S,False,False
1703,1810_01,TRAPPIST-1e,False,F/356/P,False,False
1704,1811_01,PSO J318.5-22,False,G/285/S,True,True
1705,1811_02,TRAPPIST-1e,,F/347/S,False,False
1706,1812_01,TRAPPIST-1e,False,F/357/P,False,True
1707,1813_01,55 Cancri e,False,F/358/P,False,False
1708,1816_01,TRAPPIST-1e,True,C/68/S,False,True
1709,1816_02,TRAPPIST-1e,False,C/68/S,False,True
1710,1817_01,PSO J318.5-22,False,F/349/S,False,False
1711,1818_01,TRAPPIST-1e,False,G/297/P,True,True
1712,1821_01,TRAPPIST-1e,False,G/298/P,False,False
1713,1822_01,TRAPPIST-1e,False,G/299/P,False,True
1714,1823_01,TRAPPIST-1e,False,,False,True
1715,1826_01,55 Cancri e,False,F/351/S,False,False
1716,1827_01,55 Cancri e,False,F/352/S,False,False
1717,1828_01,,False,F/361/P,False,True
1718,1829_01,55 Cancri e,False,D/56/P,False,True
1719,1829_02,TRAPPIST-1e,False,D/56/P,False,True
1720,1829_03,TRAPPIST-1e,False,D/56/P,False,True
1721,1829_04,TRAPPIST-1e,True,D/56/P,False,True
1722,1829_05,55 Cancri e,False,D/56/P,True,True
1723,1829_06,TRAPPIST-1e,False,D/56/P,False,False
1724,1831_01,TRAPPIST-1e,False,G/288/S,True,False
1725,1833_01,55 Cancri e,False,C/61/P,False,False
1726,1834_01,,False,F/354/S,False,True
1727,1836_01,TRAPPIST-1e,False,F/362/P,False,True
1728,1841_01,TRAPPIST-1e,False,F/365/P,False,False
1729,1843_01,TRAPPIST-1e,False,E/112/P,False,False
1730,1844_01,PSO J318.5-22,False,F/355/S,False,False
1731,1844_02,TRAPPIST-1e,False,G/289/S,True,True
1732,1844_03,TRAPPIST-1e,False,G/289/S,True,True
1733,1846_01,TRAPPIST-1e,False,F/366/P,False,False
1734,1847_01,TRAPPIST-1e,False,G/290/S,False,False
1735,1848_01,TRAPPIST-1e,False,G/291/S,False,False
1736,1849_01,TRAPPIST-1e,False,F/367/P,False,False
1737,1850_01,PSO J318.5-22,False,F/356/S,False,False
1738,1850_02,55 Cancri e,False,F/356/S,False,False
1739,1853_01,TRAPPIST-1e,False,G/302/P,True,True
1740,1854_01,55 Cancri e,False,A/22/S,False,True
1741,1855_01,TRAPPIST-1e,False,G/303/P,True,True
1742,1855_02,TRAPPIST-1e,False,E/113/P,False,False
1743,1856_01,TRAPPIST-1e,False,F/368/P,False,True
1744,1857_01,55 Cancri e,False,D/63/S,False,False
1745,1859_01,,False,F/357/S,True,True
1746,1860_01,TRAPPIST-1e,True,A/13/P,False,False
1747,1860_02,55 Cancri e,False,A/13/P,False,False
1748,1861_01,TRAPPIST-1e,False,F/358/S,True,True
1749,1861_02,TRAPPIST-1e,False,F/358/S,False,False
1750,1863_01,55 Cancri e,False,F/370/P,False,True
1751,1864_01,TRAPPIST-1e,False,D/64/S,False,False
1752,1865_01,TRAPPIST-1e,,G/292/S,True,False
1753,1865_02,TRAPPIST-1e,False,G/292/S,False,False
1754,1865_03,TRAPPIST-1e,False,G/292/S,False,True
1755,1865_04,TRAPPIST-1e,False,G/292/S,False,False
1756,1865_05,TRAPPIST-1e,False,G/292/S,,False
1757,1865_06,TRAPPIST-1e,False,G/292/S,False,False
1758,1866_01,TRAPPIST-1e,False,F/371/P,False,False
1759,1868_01,TRAPPIST-1e,False,F/372/P,True,True
1760,1871_01,TRAPPIST-1e,,C/70/S,False,True
1761,1872_01,TRAPPIST-1e,False,E/139/S,True,False
1762,1873_01,TRAPPIST-1e,False,G/293/S,True,True
1763,1874_01,TRAPPIST-1e,False,G/305/P,True,False
1764,1874_02,PSO J318.5-22,False,F/374/P,,False
1765,1877_01,TRAPPIST-1e,False,G/306/P,False,False
1766,1878_01,TRAPPIST-1e,False,F/375/P,False,False
1767,1879_01,TRAPPIST-1e,False,D/58/P,False,False
1768,1880_01,55 Cancri e,False,F/376/P,False,False
1769,1881_01,TRAPPIST-1e,False,F/377/P,False,True
1770,1882_01,55 Cancri e,False,C/71/S,,True
1771,1882_02,55 Cancri e,False,,True,True
1772,1884_01,TRAPPIST-1e,False,E/140/S,True,False
1773,1886_01,TRAPPIST-1e,False,E/141/S,False,False
1774,1887_01,TRAPPIST-1e,False,G/295/S,False,False
1775,1888_01,TRAPPIST-1e,False,F/361/S,False,True
1776,1889_01,TRAPPIST-1e,False,F/378/P,False,False
1777,1889_02,TRAPPIST-1e,False,G/307/P,True,False
1778,1890_01,55 Cancri e,False,G/308/P,True,False
1779,1891_01,TRAPPIST-1e,False,E/142/S,True,False
1780,1892_01,TRAPPIST-1e,False,D/59/P,False,True
1781,1892_02,TRAPPIST-1e,False,,False,True
1782,1892_03,55 Cancri e,False,D/59/P,False,False
1783,1897_01,55 Cancri e,False,C/72/S,False,True
1784,1897_02,TRAPPIST-1e,False,C/72/S,False,True
1785,1898_01,55 Cancri e,False,G/296/S,True,False
1786,1899_01,PSO J318.5-22,False,G/297/S,False,False
1787,1901_01,55 Cancri e,False,A/14/P,True,True
1788,1901_02,55 Cancri e,False,A/14/P,True,True
1789,1902_01,TRAPPIST-1e,False,G/298/S,False,False
1790,1903_01,TRAPPIST-1e,False,G/309/P,True,False
1791,1905_01,55 Cancri e,False,F/364/S,False,False
1792,1906_01,TRAPPIST-1e,False,G/299/S,True,False
1793,1907_01,TRAPPIST-1e,False,D/60/P,False,False
1794,1908_01,TRAPPIST-1e,False,E/115/P,False,False
1795,1911_01,TRAPPIST-1e,False,G/300/S,False,False
1796,1915_01,TRAPPIST-1e,False,E/116/P,False,False
1797,1916_01,TRAPPIST-1e,False,D/61/P,True,True
1798,1916_02,55 Cancri e,False,D/61/P,False,False
1799,1918_01,TRAPPIST-1e,False,A/23/S,True,False
1800,1918_02,TRAPPIST-1e,False,A/23/S,True,True
1801,1918_03,TRAPPIST-1e,False,A/23/S,False,True
1802,1920_01,TRAPPIST-1e,False,E/117/P,False,False
1803,1922_01,55 Cancri e,False,G/303/S,True,False
1804,1923_01,TRAPPIST-1e,False,C/65/P,False,True
1805,1923_02,55 Cancri e,False,C/65/P,True,True
1806,1925_01,TRAPPIST-1e,False,G/304/S,True,False
1807,1926_01,TRAPPIST-1e,False,G/305/S,True,False
1808,1927_01,TRAPPIST-1e,False,D/66/S,False,False
1809,1928_01,PSO J318.5-22,False,E/144/S,False,True
1810,1931_01,55 Cancri e,False,C/73/S,True,True
1811,1933_01,TRAPPIST-1e,False,E/118/P,False,True
1812,1935_01,55 Cancri e,False,G/307/S,True,False
1813,1937_01,TRAPPIST-1e,False,F/368/S,False,False
1814,1938_01,TRAPPIST-1e,False,F/369/S,False,True
1815,1939_01,TRAPPIST-1e,True,F/385/P,False,False
1816,1939_02,TRAPPIST-1e,False,D/62/P,False,False
1817,1940_01,TRAPPIST-1e,False,F/386/P,False,False
1818,1941_01,TRAPPIST-1e,False,F/370/S,False,False
1819,1942_01,TRAPPIST-1e,False,G/312/P,False,False
1820,1945_01,TRAPPIST-1e,False,E/120/P,False,False
1821,1946_01,TRAPPIST-1e,False,G/313/P,False,False
1822,1947_01,TRAPPIST-1e,False,F/372/S,False,False
1823,1950_01,TRAPPIST-1e,False,F/374/S,False,False
1824,1952_01,TRAPPIST-1e,False,E/121/P,False,False
1825,1953_01,TRAPPIST-1e,False,F/387/P,False,False
1826,1956_01,TRAPPIST-1e,False,D/68/S,False,False
1827,1956_02,PSO J318.5-22,,D/68/S,False,True
1828,1957_01,TRAPPIST-1e,False,G/309/S,True,False
1829,1959_01,TRAPPIST-1e,False,C/66/P,True,True
1830,1959_02,TRAPPIST-1e,False,C/66/P,False,False
1831,1959_03,55 Cancri e,False,C/66/P,False,True
1832,1960_01,TRAPPIST-1e,False,E/122/P,True,True
1833,1960_02,PSO J318.5-22,False,E/122/P,False,True
1834,1961_01,TRAPPIST-1e,False,G/315/P,False,True
1835,1962_01,TRAPPIST-1e,False,F/390/P,False,False
1836,1962_02,55 Cancri e,False,G/316/P,False,False
1837,1962_03,TRAPPIST-1e,False,G/316/P,True,True
1838,1963_01,TRAPPIST-1e,False,F/391/P,False,False
1839,1964_01,TRAPPIST-1e,False,C/74/S,False,False
1840,1967_01,TRAPPIST-1e,,G/318/P,True,True
1841,1968_01,PSO J318.5-22,False,G/319/P,True,True
1842,1969_01,55 Cancri e,False,C/75/S,False,True
1843,1971_01,PSO J318.5-22,False,F/375/S,False,False
1844,1973_01,55 Cancri e,False,A/24/S,True,True
1845,1974_01,TRAPPIST-1e,False,D/63/P,False,False
1846,1975_01,TRAPPIST-1e,False,G/310/S,False,False
1847,1976_01,55 Cancri e,False,B/82/S,False,True
1848,1976_02,TRAPPIST-1e,False,B/82/S,False,True
1849,1976_03,55 Cancri e,True,B/82/S,True,True
1850,1976_04,TRAPPIST-1e,False,B/82/S,False,False
1851,1976_05,55 Cancri e,False,B/82/S,True,True
1852,1976_06,TRAPPIST-1e,False,B/82/S,True,True
1853,1976_07,TRAPPIST-1e,False,B/82/S,True,True
1854,1977_01,TRAPPIST-1e,False,F/393/P,True,True
1855,1978_01,TRAPPIST-1e,False,G/311/S,True,True
1856,1979_01,TRAPPIST-1e,False,F/376/S,False,False
1857,1980_01,TRAPPIST-1e,False,G/312/S,True,True
1858,1980_02,TRAPPIST-1e,False,G/312/S,False,False
1859,1980_03,TRAPPIST-1e,False,G/312/S,True,True
1860,1981_01,TRAPPIST-1e,False,E/124/P,False,False
1861,1983_01,PSO J318.5-22,False,G/320/P,False,False
1862,1984_01,55 Cancri e,False,,False,True
1863,1985_01,55 Cancri e,False,F/394/P,True,True
1864,1988_01,TRAPPIST-1e,False,G/321/P,True,False
1865,1991_01,55 Cancri e,,F/378/S,False,False
1866,1991_02,TRAPPIST-1e,False,E/146/S,False,True
1867,1992_01,TRAPPIST-1e,False,F/379/S,True,True
1868,1993_01,TRAPPIST-1e,False,F/380/S,False,False
1869,1994_01,TRAPPIST-1e,False,E/125/P,False,True
1870,1995_01,PSO J318.5-22,False,G/314/S,False,False
1871,1996_01,TRAPPIST-1e,False,F/381/S,False,False
1872,1997_01,TRAPPIST-1e,False,G/315/S,,True
1873,1999_01,TRAPPIST-1e,False,F/383/S,False,False
1874,2000_01,55 Cancri e,False,C/76/S,False,True
1875,2001_01,TRAPPIST-1e,False,F/396/P,False,False
1876,2003_01,TRAPPIST-1e,,G/323/P,False,False
1877,2006_01,TRAPPIST-1e,False,F/386/S,False,False
1878,2006_02,TRAPPIST-1e,False,G/317/S,False,False
1879,2006_03,TRAPPIST-1e,False,G/317/S,True,False
1880,2007_01,55 Cancri e,False,A/25/S,False,True
1881,2009_01,TRAPPIST-1e,False,B/59/P,False,False
1882,2009_02,TRAPPIST-1e,False,B/59/P,True,True
1883,2009_03,55 Cancri e,False,B/59/P,True,True
1884,2010_01,PSO J318.5-22,False,G/324/P,True,True
1885,2011_01,PSO J318.5-22,False,G/318/S,True,False
1886,2012_01,55 Cancri e,True,B/60/P,False,False
1887,2013_01,TRAPPIST-1e,False,F/398/P,False,False
1888,2015_01,TRAPPIST-1e,False,F/387/S,False,True
1889,2019_01,55 Cancri e,False,B/83/S,False,True
1890,2019_02,55 Cancri e,False,B/83/S,,False
1891,2022_01,PSO J318.5-22,False,F/390/S,False,False
1892,2024_01,TRAPPIST-1e,False,G/322/S,False,True
1893,2024_02,55 Cancri e,False,E/150/S,False,True
1894,2026_01,TRAPPIST-1e,False,G/323/S,True,True
1895,2026_02,PSO J318.5-22,False,G/323/S,True,True
1896,2026_03,TRAPPIST-1e,False,G/323/S,False,False
1897,2027_01,55 Cancri e,False,F/399/P,False,True
1898,2028_01,PSO J318.5-22,False,F/391/S,False,False
1899,2029_01,55 Cancri e,False,F/400/P,False,False
1900,2032_01,TRAPPIST-1e,False,F/402/P,True,True
1901,2034_01,TRAPPIST-1e,False,F/393/S,False,False
1902,2038_01,TRAPPIST-1e,False,F/404/P,False,False
1903,2040_01,TRAPPIST-1e,False,B/85/S,True,True
1904,2040_02,TRAPPIST-1e,False,B/85/S,True,True
1905,2041_01,TRAPPIST-1e,False,G/327/P,True,True
1906,2042_01,TRAPPIST-1e,False,F/394/S,False,False
1907,2043_01,TRAPPIST-1e,False,F/395/S,True,True
1908,2044_01,TRAPPIST-1e,,F/396/S,False,True
1909,2045_01,55 Cancri e,False,G/324/S,True,True
1910,2046_01,55 Cancri e,False,G/328/P,True,False
1911,2051_01,TRAPPIST-1e,False,E/126/P,False,True
1912,2052_01,TRAPPIST-1e,False,E/151/S,False,True
1913,2053_01,55 Cancri e,False,C/68/P,False,False
1914,2054_01,55 Cancri e,False,C/69/P,False,False
1915,2055_01,TRAPPIST-1e,False,G/330/P,False,False
1916,2055_02,PSO J318.5-22,False,G/330/P,False,True
1917,2055_03,TRAPPIST-1e,False,G/330/P,True,True
1918,2055_04,TRAPPIST-1e,False,G/330/P,False,True
1919,2055_05,TRAPPIST-1e,False,G/330/P,True,True
1920,2055_06,TRAPPIST-1e,False,G/330/P,True,False
1921,2056_01,TRAPPIST-1e,False,G/331/P,True,False
1922,2056_02,TRAPPIST-1e,False,F/407/P,False,False
1923,2056_03,TRAPPIST-1e,False,F/407/P,False,False
1924,2056_04,PSO J318.5-22,False,G/331/P,True,True
1925,2059_01,TRAPPIST-1e,False,G/333/P,False,True
1926,2060_01,55 Cancri e,False,G/327/S,False,False
1927,2061_01,TRAPPIST-1e,False,D/65/P,False,True
1928,2062_01,TRAPPIST-1e,False,F/398/S,,False
1929,2063_01,PSO J318.5-22,False,G/328/S,True,False
1930,2065_01,TRAPPIST-1e,False,F/410/P,False,False
1931,2066_01,TRAPPIST-1e,False,G/329/S,True,True
1932,2067_01,TRAPPIST-1e,False,C/70/P,True,True
1933,2067_02,TRAPPIST-1e,True,C/70/P,False,False
1934,2070_01,TRAPPIST-1e,False,E/127/P,False,True
1935,2071_01,55 Cancri e,False,C/78/S,False,False
1936,2071_02,55 Cancri e,False,C/78/S,False,True
1937,2073_01,TRAPPIST-1e,False,F/401/S,False,False
1938,2074_01,TRAPPIST-1e,False,D/69/S,False,False
1939,2074_02,TRAPPIST-1e,False,D/69/S,False,True
1940,2075_01,55 Cancri e,False,F/402/S,False,False
1941,2080_01,TRAPPIST-1e,False,G/334/P,False,False
1942,2081_01,PSO J318.5-22,False,F/411/P,False,True
1943,2082_01,TRAPPIST-1e,False,G/335/P,False,False
1944,2083_01,TRAPPIST-1e,False,F/407/S,False,False
1945,2084_01,TRAPPIST-1e,False,A/16/P,False,False
1946,2084_02,TRAPPIST-1e,False,A/16/P,True,True
1947,2085_01,TRAPPIST-1e,False,C/72/P,False,False
1948,2086_01,TRAPPIST-1e,False,A/26/S,False,True
1949,2086_02,TRAPPIST-1e,False,A/26/S,False,True
1950,2087_01,TRAPPIST-1e,False,F/408/S,False,True
1951,2088_01,55 Cancri e,False,F/409/S,False,False
1952,2088_02,TRAPPIST-1e,False,G/331/S,False,True
1953,2089_01,PSO J318.5-22,False,F/412/P,False,False
1954,2090_01,TRAPPIST-1e,False,F/413/P,False,True
1955,2091_01,TRAPPIST-1e,False,F/414/P,False,False
1956,2092_01,TRAPPIST-1e,False,D/70/S,False,True
1957,2092_02,TRAPPIST-1e,False,E/153/S,False,False
1958,2092_03,TRAPPIST-1e,,,False,False
1959,2092_04,TRAPPIST-1e,False,F/410/S,False,False
1960,2092_05,TRAPPIST-1e,False,D/70/S,False,False
1961,2094_01,TRAPPIST-1e,False,F/415/P,True,True
1962,2095_01,PSO J318.5-22,False,F/411/S,False,False
1963,2096_01,TRAPPIST-1e,False,F/412/S,False,False
1964,2096_02,TRAPPIST-1e,False,F/412/S,False,False
1965,2097_01,55 Cancri e,False,B/86/S,True,True
1966,2099_01,,False,D/71/S,False,True
1967,2100_01,PSO J318.5-22,False,F/413/S,False,True
1968,2102_01,TRAPPIST-1e,False,C/79/S,False,False
1969,2104_01,TRAPPIST-1e,False,F/414/S,False,False
1970,2104_02,TRAPPIST-1e,False,,False,False
1971,2105_01,55 Cancri e,False,G/335/S,True,False
1972,2106_01,55 Cancri e,False,G/336/S,False,False
1973,2107_01,TRAPPIST-1e,False,G/338/P,False,False
1974,2110_01,TRAPPIST-1e,False,G/339/P,True,False
1975,2111_01,TRAPPIST-1e,False,F/417/P,False,False
1976,2112_01,TRAPPIST-1e,False,F/418/P,False,False
1977,2114_01,55 Cancri e,False,B/87/S,True,True
1978,2115_01,TRAPPIST-1e,False,D/72/S,True,True
1979,2116_01,TRAPPIST-1e,False,G/339/S,True,False
1980,2117_01,TRAPPIST-1e,False,,False,False
1981,2118_01,PSO J318.5-22,False,G/340/P,True,False
1982,2120_01,TRAPPIST-1e,False,D/73/S,False,True
1983,2121_01,TRAPPIST-1e,False,G/341/P,True,False
1984,2123_01,PSO J318.5-22,False,G/342/P,True,False
1985,2123_02,PSO J318.5-22,False,G/342/P,True,True
1986,2124_01,55 Cancri e,False,G/341/S,False,False
1987,2125_01,TRAPPIST-1e,False,G/343/P,False,False
1988,2126_01,TRAPPIST-1e,False,F/415/S,False,False
1989,2127_01,TRAPPIST-1e,False,F/419/P,False,True
1990,2128_01,TRAPPIST-1e,False,G/344/P,False,False
1991,2129_01,TRAPPIST-1e,False,F/420/P,False,False
1992,2130_01,PSO J318.5-22,False,F/421/P,False,False
1993,2131_01,TRAPPIST-1e,False,E/128/P,False,False
1994,2133_01,TRAPPIST-1e,False,D/74/S,False,False
1995,2133_02,TRAPPIST-1e,False,F/416/S,True,True
1996,2134_01,TRAPPIST-1e,False,F/422/P,False,False
1997,2135_01,TRAPPIST-1e,False,E/129/P,False,False
1998,2135_02,TRAPPIST-1e,False,E/129/P,,False
1999,2136_01,TRAPPIST-1e,False,G/343/S,False,False
2000,2137_01,TRAPPIST-1e,False,F/423/P,True,True
2001,2137_02,55 Cancri e,False,F/423/P,False,True
2002,2137_03,55 Cancri e,False,F/423/P,False,True
2003,2138_01,55 Cancri e,,G/344/S,True,True
2004,2139_01,TRAPPIST-1e,False,F/417/S,True,True
2005,2140_01,TRAPPIST-1e,False,F/424/P,False,True
2006,2141_01,55 Cancri e,False,E/130/P,False,True
2007,2142_01,TRAPPIST-1e,,F/418/S,True,True
2008,2143_01,TRAPPIST-1e,False,F/419/S,False,False
2009,2143_02,TRAPPIST-1e,False,G/345/S,True,False
2010,2144_01,TRAPPIST-1e,False,,True,False
2011,2145_01,TRAPPIST-1e,False,F/425/P,False,False
2012,2147_01,TRAPPIST-1e,False,E/155/S,False,True
2013,2148_01,TRAPPIST-1e,False,F/420/S,False,False
2014,2149_01,TRAPPIST-1e,False,B/89/S,True,True
2015,2150_01,PSO J318.5-22,False,G/346/P,True,False
2016,2152_01,TRAPPIST-1e,False,F/426/P,False,False
2017,2153_01,TRAPPIST-1e,False,G/347/P,True,False
2018,2154_01,TRAPPIST-1e,False,G/348/P,False,False
2019,2156_01,TRAPPIST-1e,False,F/421/S,False,False
2020,2158_01,TRAPPIST-1e,False,F/423/S,False,True
2021,2159_01,TRAPPIST-1e,False,F/424/S,False,True
2022,2161_01,TRAPPIST-1e,False,F/429/P,True,True
2023,2162_01,PSO J318.5-22,False,F/425/S,True,True
2024,2162_02,TRAPPIST-1e,False,F/425/S,False,True
2025,2163_01,TRAPPIST-1e,False,G/349/P,False,False
2026,2164_01,TRAPPIST-1e,,B/63/P,True,True
2027,2167_01,PSO J318.5-22,False,F/431/P,False,False
2028,2168_01,TRAPPIST-1e,False,F/427/S,True,True
2029,2168_02,TRAPPIST-1e,False,F/427/S,False,False
2030,2171_01,TRAPPIST-1e,False,F/433/P,False,False
2031,2171_02,TRAPPIST-1e,False,G/351/P,False,False
2032,2172_01,PSO J318.5-22,False,G/347/S,False,True
2033,2173_01,PSO J318.5-22,False,G/352/P,True,True
2034,2175_01,55 Cancri e,False,G/348/S,True,True
2035,2177_01,TRAPPIST-1e,False,F/435/P,True,True
2036,2179_01,TRAPPIST-1e,False,C/80/S,False,False
2037,2180_01,55 Cancri e,False,F/428/S,False,False
2038,2182_01,TRAPPIST-1e,False,B/64/P,False,False
2039,2183_01,PSO J318.5-22,False,F/429/S,False,False
