,PassengerId,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
1981,2118_01,0.0,0.0,0.0,0.0,0.0
1982,2120_01,0.0,0.0,1058.0,0.0,0.0
1983,2121_01,0.0,0.0,0.0,0.0,0.0
1984,2123_01,0.0,0.0,0.0,0.0,0.0
1985,2123_02,0.0,0.0,0.0,0.0,0.0
1986,2124_01,770.0,0.0,0.0,40.0,0.0
1987,2125_01,0.0,1.0,0.0,80.0,826.0
1988,2126_01,717.0,0.0,0.0,0.0,0.0
1989,2127_01,721.0,62.0,7.0,0.0,0.0
1990,2128_01,624.0,0.0,0.0,0.0,185.0
1991,2129_01,736.0,0.0,2.0,20.0,0.0
1992,2130_01,0.0,2.0,480.0,10.0,176.0
1993,2131_01,0.0,,0.0,91.0,900.0
1994,2133_01,1054.0,0.0,43.0,85.0,0.0
1995,2133_02,0.0,0.0,0.0,0.0,0.0
1996,2134_01,1146.0,0.0,0.0,0.0,3.0
1997,2135_01,75.0,0.0,0.0,1545.0,0.0
1998,2135_02,426.0,0.0,362.0,0.0,0.0
1999,2136_01,2.0,0.0,17.0,868.0,28.0
2000,2137_01,0.0,0.0,0.0,0.0,0.0
2001,2137_02,0.0,0.0,0.0,0.0,0.0
2002,2137_03,0.0,0.0,0.0,0.0,0.0
2003,2138_01,0.0,0.0,0.0,0.0,0.0
2004,2139_01,0.0,0.0,0.0,0.0,0.0
2005,2140_01,0.0,0.0,698.0,0.0,0.0
2006,2141_01,0.0,0.0,1610.0,0.0,0.0
2007,2142_01,0.0,0.0,0.0,0.0,0.0
2008,2143_01,0.0,1433.0,0.0,1234.0,0.0
2009,2143_02,0.0,0.0,0.0,0.0,0.0
2010,2144_01,0.0,0.0,0.0,0.0,0.0
2011,2145_01,0.0,951.0,128.0,0.0,0.0
2012,2147_01,1146.0,0.0,47.0,0.0,105.0
2013,2148_01,579.0,226.0,61.0,1.0,7.0
2014,2149_01,0.0,0.0,0.0,0.0,0.0
2015,2150_01,0.0,0.0,0.0,0.0,0.0
2016,2152_01,2138.0,0.0,0.0,659.0,0.0
2017,2153_01,0.0,0.0,0.0,0.0,
2018,2154_01,78.0,0.0,0.0,550.0,0.0
2019,2156_01,651.0,25.0,0.0,849.0,2.0
2020,2158_01,0.0,820.0,0.0,45.0,0.0
2021,2159_01,0.0,402.0,2027.0,0.0,0.0
2022,2161_01,0.0,0.0,0.0,0.0,0.0
2023,2162_01,0.0,0.0,0.0,0.0,0.0
2024,2162_02,0.0,0.0,0.0,0.0,0.0
2025,2163_01,0.0,0.0,6.0,745.0,22.0
2026,2164_01,0.0,0.0,0.0,0.0,0.0
2027,2167_01,38.0,220.0,495.0,0.0,
2028,2168_01,0.0,0.0,0.0,0.0,0.0
2029,2168_02,212.0,0.0,991.0,0.0,13.0
2030,2171_01,388.0,0.0,7.0,409.0,0.0
2031,2171_02,2.0,0.0,551.0,5577.0,68.0
2032,2172_01,0.0,774.0,0.0,0.0,0.0
2033,2173_01,0.0,0.0,0.0,0.0,0.0
2034,2175_01,0.0,0.0,0.0,0.0,0.0
2035,2177_01,0.0,0.0,0.0,,0.0
2036,2179_01,437.0,3585.0,0.0,4488.0,281.0
2037,2180_01,1.0,0.0,0.0,318.0,247.0
2038,2182_01,46.0,1935.0,0.0,995.0,1254.0
2039,2183_01,607.0,0.0,41.0,334.0,251.0
2040,2183_02,938.0,59.0,31.0,12.0,0.0
2041,2186_01,0.0,0.0,0.0,0.0,0.0
2042,2187_01,0.0,236.0,0.0,1149.0,0.0
2043,2188_01,0.0,421.0,0.0,207.0,63.0
2044,2189_01,0.0,0.0,0.0,628.0,0.0
2045,2190_01,1750.0,0.0,446.0,0.0,76.0
2046,2191_01,0.0,0.0,0.0,0.0,0.0
2047,2193_01,0.0,0.0,619.0,0.0,70.0
2048,2194_01,0.0,0.0,0.0,0.0,0.0
2049,2195_01,0.0,280.0,119.0,646.0,5.0
2050,2196_01,,32.0,0.0,4027.0,1440.0
2051,2196_02,26.0,4587.0,0.0,102.0,0.0
2052,2196_03,0.0,0.0,0.0,0.0,0.0
2053,2196_04,0.0,1180.0,0.0,2677.0,283.0
2054,2198_01,0.0,654.0,902.0,0.0,68.0
2055,2200_01,1443.0,1108.0,47.0,0.0,0.0
2056,2201_01,0.0,1968.0,13.0,1051.0,
2057,2202_01,1671.0,0.0,17.0,0.0,0.0
2058,2203_01,2019.0,0.0,560.0,0.0,0.0
2059,2204_01,0.0,0.0,0.0,0.0,0.0
2060,2205_01,0.0,0.0,187.0,602.0,0.0
2061,2206_01,0.0,14.0,857.0,0.0,72.0
2062,2207_01,546.0,0.0,228.0,0.0,0.0
2063,2209_01,1356.0,20.0,0.0,13.0,0.0
2064,2210_01,0.0,0.0,0.0,0.0,0.0
2065,2211_01,0.0,2347.0,0.0,380.0,0.0
2066,2212_01,0.0,5.0,0.0,2170.0,0.0
2067,2215_01,0.0,29813.0,0.0,1257.0,6.0
2068,2215_02,2.0,2229.0,33.0,6.0,198.0
2069,2215_03,0.0,0.0,0.0,0.0,0.0
2070,2215_04,0.0,3206.0,0.0,698.0,72.0
2071,2219_01,0.0,0.0,0.0,0.0,0.0
2072,2220_01,0.0,0.0,880.0,0.0,2.0
2073,2221_01,0.0,0.0,0.0,0.0,0.0
2074,2223_01,0.0,86.0,0.0,252.0,570.0
2075,2224_01,0.0,600.0,0.0,204.0,0.0
2076,2225_01,0.0,0.0,0.0,0.0,0.0
2077,2228_01,1172.0,0.0,1.0,,0.0
2078,2229_01,48.0,329.0,182.0,26.0,154.0
2079,2231_01,2.0,416.0,26.0,510.0,0.0
2080,2232_01,0.0,14.0,671.0,1.0,3.0
2081,2232_02,0.0,1220.0,0.0,140.0,0.0
2082,2233_01,9.0,18.0,0.0,2.0,878.0
2083,2234_01,0.0,0.0,0.0,0.0,0.0
2084,2234_02,0.0,0.0,0.0,0.0,0.0
2085,2234_03,0.0,0.0,0.0,0.0,0.0
2086,2234_04,552.0,8.0,1348.0,5.0,
2087,2234_05,21.0,0.0,1031.0,0.0,
2088,2234_06,0.0,0.0,0.0,0.0,0.0
2089,2234_07,2538.0,0.0,61.0,0.0,0.0
2090,2235_01,203.0,539.0,0.0,0.0,0.0
2091,2237_01,0.0,162.0,741.0,3733.0,99.0
2092,2237_02,0.0,0.0,0.0,0.0,0.0
2093,2238_01,0.0,0.0,0.0,0.0,0.0
2094,2239_01,93.0,0.0,469.0,0.0,0.0
2095,2241_01,485.0,1109.0,921.0,0.0,1.0
2096,2243_01,38.0,483.0,80.0,47.0,121.0
2097,2251_01,320.0,1179.0,756.0,4996.0,85.0
2098,2251_02,2.0,1.0,14.0,2.0,1153.0
2099,2252_01,0.0,1368.0,0.0,,960.0
2100,2253_01,701.0,32.0,171.0,8.0,0.0
2101,2254_01,0.0,10.0,0.0,702.0,1.0
2102,2255_01,0.0,0.0,0.0,0.0,0.0
2103,2255_02,0.0,0.0,0.0,0.0,0.0
2104,2256_01,0.0,0.0,0.0,0.0,0.0
2105,2257_01,0.0,3341.0,,80.0,654.0
2106,2257_02,0.0,0.0,0.0,0.0,0.0
2107,2258_01,,0.0,0.0,0.0,0.0
2108,2261_01,0.0,0.0,885.0,0.0,0.0
2109,2262_01,485.0,4.0,136.0,48.0,0.0
2110,2263_01,0.0,0.0,32.0,772.0,0.0
2111,2264_01,0.0,0.0,13.0,0.0,868.0
2112,2266_01,616.0,0.0,185.0,210.0,475.0
2113,2267_01,2318.0,0.0,647.0,81.0,0.0
2114,2268_01,0.0,0.0,0.0,0.0,0.0
2115,2269_01,0.0,0.0,0.0,0.0,0.0
2116,2270_01,171.0,0.0,1257.0,5.0,0.0
2117,2272_01,0.0,0.0,0.0,0.0,0.0
2118,2272_02,0.0,0.0,0.0,0.0,0.0
2119,2272_03,0.0,0.0,0.0,0.0,0.0
2120,2273_01,0.0,0.0,0.0,10.0,778.0
2121,2274_01,0.0,0.0,0.0,0.0,0.0
2122,2274_02,0.0,0.0,0.0,0.0,0.0
2123,2275_01,241.0,0.0,670.0,0.0,0.0
2124,2277_01,26.0,313.0,470.0,0.0,0.0
2125,2278_01,0.0,0.0,,0.0,0.0
2126,2279_01,0.0,140.0,,85.0,3970.0
2127,2280_01,20.0,1064.0,0.0,0.0,11643.0
2128,2281_01,0.0,0.0,0.0,0.0,0.0
2129,2282_01,0.0,544.0,1.0,0.0,378.0
2130,2284_01,262.0,302.0,1127.0,4225.0,0.0
2131,2287_01,0.0,1.0,0.0,219.0,
2132,2288_01,12.0,746.0,802.0,58.0,0.0
2133,2289_01,20.0,0.0,2559.0,20.0,0.0
2134,2291_01,0.0,0.0,0.0,,0.0
2135,2291_02,3.0,0.0,435.0,8.0,277.0
2136,2291_03,426.0,37.0,0.0,0.0,568.0
2137,2295_01,0.0,0.0,1224.0,,1769.0
2138,2295_02,0.0,8.0,70.0,360.0,258.0
2139,2296_01,0.0,0.0,,0.0,0.0
2140,2298_01,270.0,412.0,1.0,,5.0
2141,2299_01,174.0,0.0,381.0,0.0,62.0
2142,2300_01,0.0,,0.0,0.0,8195.0
2143,2300_02,0.0,22.0,,3028.0,3768.0
2144,2301_01,1010.0,0.0,33.0,10.0,0.0
2145,2301_02,1508.0,,0.0,1.0,0.0
2146,2301_03,1367.0,0.0,1.0,0.0,0.0
2147,2302_01,0.0,3381.0,0.0,4463.0,34.0
2148,2303_01,1377.0,0.0,32.0,22.0,0.0
2149,2305_01,0.0,0.0,0.0,0.0,0.0
2150,2306_01,0.0,0.0,0.0,0.0,0.0
2151,2306_02,0.0,0.0,0.0,0.0,0.0
2152,2306_03,0.0,297.0,3.0,676.0,2924.0
2153,2306_04,0.0,12077.0,0.0,75.0,0.0
2154,2306_05,0.0,0.0,0.0,0.0,0.0
2155,2306_06,1320.0,428.0,4.0,24.0,0.0
2156,2308_01,0.0,0.0,0.0,0.0,0.0
2157,2308_02,9.0,2426.0,95.0,1249.0,168.0
2158,2308_03,0.0,2012.0,1.0,9124.0,4.0
2159,2308_04,0.0,4715.0,0.0,599.0,6.0
2160,2309_01,0.0,0.0,0.0,0.0,0.0
2161,2310_01,0.0,0.0,0.0,0.0,0.0
2162,2310_02,0.0,0.0,0.0,0.0,0.0
2163,2310_03,0.0,2210.0,0.0,4085.0,11.0
2164,2310_04,0.0,0.0,0.0,0.0,0.0
2165,2311_01,0.0,763.0,1.0,66.0,84.0
2166,2312_01,0.0,0.0,,0.0,0.0
2167,2313_01,1365.0,0.0,791.0,210.0,0.0
2168,2314_01,0.0,0.0,0.0,0.0,0.0
2169,2315_01,0.0,0.0,0.0,0.0,0.0
2170,2316_01,0.0,0.0,0.0,0.0,0.0
2171,2317_01,0.0,454.0,0.0,454.0,0.0
2172,2318_01,128.0,37.0,626.0,0.0,5.0
2173,2319_01,0.0,0.0,0.0,0.0,0.0
2174,2320_01,0.0,760.0,0.0,21.0,23.0
2175,2321_01,0.0,0.0,0.0,0.0,0.0
2176,2325_01,0.0,0.0,0.0,0.0,0.0
2177,2327_01,0.0,4106.0,388.0,892.0,2.0
2178,2329_01,0.0,,0.0,0.0,0.0
2179,2332_01,556.0,0.0,20.0,1589.0,0.0
2180,2333_01,0.0,0.0,0.0,0.0,0.0
2181,2336_01,0.0,0.0,0.0,0.0,0.0
2182,2336_02,1409.0,910.0,17.0,1452.0,3782.0
2183,2338_01,0.0,0.0,0.0,0.0,0.0
2184,2338_02,14.0,0.0,0.0,857.0,0.0
2185,2339_01,1290.0,0.0,57.0,0.0,0.0
2186,2340_01,0.0,0.0,648.0,0.0,0.0
2187,2341_01,0.0,785.0,0.0,0.0,0.0
2188,2345_01,0.0,,0.0,0.0,0.0
2189,2347_01,613.0,22.0,0.0,0.0,0.0
2190,2347_02,0.0,0.0,0.0,0.0,0.0
2191,2347_03,0.0,0.0,0.0,0.0,0.0
2192,2347_04,0.0,0.0,0.0,0.0,0.0
2193,2347_05,0.0,0.0,0.0,0.0,0.0
2194,2347_06,1.0,,2.0,605.0,0.0
2195,2347_07,,0.0,0.0,0.0,0.0
2196,2348_01,0.0,1223.0,78.0,1418.0,1239.0
2197,2349_01,0.0,722.0,0.0,0.0,185.0
2198,2353_01,27.0,5412.0,86.0,,0.0
2199,2353_02,880.0,0.0,0.0,0.0,0.0
2200,2356_01,773.0,82.0,0.0,6.0,0.0
2201,2356_02,0.0,,0.0,0.0,0.0
2202,2356_03,0.0,,0.0,0.0,0.0
2203,2357_01,0.0,409.0,994.0,215.0,0.0
2204,2360_01,0.0,0.0,0.0,0.0,0.0
2205,2361_01,0.0,0.0,0.0,0.0,0.0
2206,2361_02,0.0,0.0,792.0,0.0,0.0
2207,2363_01,2416.0,8926.0,41.0,1.0,462.0
2208,2364_01,0.0,4.0,6.0,864.0,33.0
2209,2365_01,0.0,0.0,,0.0,0.0
2210,2366_01,0.0,0.0,0.0,0.0,0.0
2211,2367_01,0.0,0.0,1.0,644.0,0.0
2212,2368_01,579.0,0.0,267.0,0.0,108.0
2213,2369_01,3.0,0.0,880.0,0.0,40.0
2214,2373_01,0.0,4756.0,0.0,7818.0,96.0
2215,2374_01,464.0,0.0,1432.0,0.0,0.0
2216,2375_01,0.0,0.0,659.0,94.0,0.0
2217,2376_01,0.0,30.0,0.0,0.0,673.0
2218,2377_01,0.0,0.0,0.0,0.0,0.0
2219,2379_01,194.0,0.0,678.0,0.0,0.0
2220,2382_01,0.0,33.0,0.0,1324.0,0.0
2221,2384_01,0.0,0.0,0.0,0.0,0.0
2222,2384_02,0.0,0.0,0.0,0.0,0.0
2223,2384_03,0.0,0.0,0.0,0.0,0.0
2224,2384_04,0.0,0.0,0.0,0.0,0.0
2225,2384_05,0.0,0.0,0.0,,0.0
2226,2384_06,0.0,0.0,0.0,0.0,0.0
2227,2384_07,0.0,0.0,0.0,0.0,0.0
2228,2385_01,1773.0,0.0,78.0,0.0,3.0
2229,2387_01,,400.0,0.0,690.0,490.0
2230,2389_01,0.0,46.0,0.0,676.0,0.0
2231,2390_01,0.0,0.0,,59.0,4120.0
2232,2391_01,768.0,19.0,0.0,1.0,0.0
2233,2392_01,0.0,0.0,0.0,0.0,0.0
2234,2395_01,712.0,1.0,0.0,0.0,
2235,2396_01,0.0,557.0,0.0,287.0,781.0
2236,2396_02,854.0,0.0,30.0,0.0,0.0
2237,2397_01,0.0,810.0,0.0,0.0,0.0
2238,2398_01,0.0,780.0,44.0,0.0,5.0
2239,2399_01,854.0,0.0,319.0,0.0,0.0
2240,2401_01,0.0,0.0,0.0,0.0,0.0
2241,2402_01,0.0,0.0,,0.0,0.0
2242,2403_01,7.0,0.0,0.0,877.0,0.0
2243,2404_01,0.0,544.0,7.0,2650.0,1561.0
2244,2404_02,0.0,0.0,0.0,0.0,0.0
2245,2404_03,828.0,5553.0,130.0,47.0,1171.0
2246,2404_04,0.0,0.0,0.0,0.0,0.0
2247,2406_01,0.0,0.0,0.0,0.0,0.0
2248,2409_01,292.0,395.0,0.0,0.0,3.0
2249,2409_02,0.0,0.0,0.0,0.0,0.0
2250,2410_01,0.0,0.0,,0.0,0.0
2251,2411_01,19.0,2115.0,17.0,,0.0
2252,2412_01,0.0,0.0,0.0,0.0,0.0
2253,2413_01,0.0,0.0,0.0,0.0,0.0
2254,2414_01,0.0,1829.0,2.0,3133.0,2447.0
2255,2416_01,9.0,0.0,1079.0,0.0,729.0
2256,2417_01,11.0,31.0,0.0,836.0,9.0
2257,2419_01,0.0,0.0,0.0,0.0,0.0
2258,2421_01,0.0,0.0,0.0,0.0,0.0
2259,2423_01,0.0,0.0,0.0,0.0,0.0
2260,2424_01,34.0,223.0,1559.0,0.0,0.0
2261,2426_01,0.0,0.0,0.0,0.0,0.0
2262,2426_02,0.0,0.0,0.0,0.0,0.0
2263,2427_01,0.0,0.0,0.0,0.0,0.0
2264,2429_01,112.0,56.0,332.0,0.0,606.0
2265,2431_01,0.0,2.0,0.0,566.0,208.0
2266,2432_01,0.0,0.0,79.0,,0.0
2267,2433_01,0.0,0.0,0.0,,0.0
2268,2435_01,4.0,0.0,28.0,0.0,2757.0
2269,2436_01,759.0,0.0,0.0,,40.0
2270,2438_01,0.0,0.0,0.0,0.0,0.0
2271,2439_01,227.0,537.0,13.0,0.0,0.0
2272,2441_01,0.0,11.0,493.0,0.0,372.0
2273,2442_01,0.0,0.0,0.0,0.0,0.0
2274,2443_01,1458.0,421.0,76.0,0.0,0.0
2275,2444_01,6.0,236.0,3.0,448.0,54.0
2276,2445_01,602.0,3.0,27.0,89.0,69.0
2277,2446_01,0.0,0.0,661.0,0.0,94.0
2278,2449_01,0.0,0.0,0.0,0.0,0.0
2279,2449_02,0.0,0.0,0.0,0.0,0.0
2280,2449_03,0.0,0.0,0.0,0.0,0.0
2281,2451_01,0.0,0.0,0.0,0.0,0.0
2282,2452_01,526.0,2.0,28.0,161.0,
2283,2453_01,0.0,0.0,0.0,0.0,0.0
2284,2454_01,0.0,0.0,0.0,157.0,644.0
2285,2455_01,554.0,0.0,1168.0,0.0,275.0
2286,2456_01,0.0,0.0,0.0,0.0,0.0
2287,2457_01,0.0,0.0,0.0,0.0,0.0
2288,2458_01,31.0,93.0,578.0,0.0,0.0
2289,2460_01,0.0,0.0,0.0,0.0,0.0
2290,2461_01,0.0,0.0,0.0,0.0,0.0
2291,2462_01,0.0,0.0,0.0,0.0,0.0
2292,2463_01,58.0,0.0,12.0,,0.0
2293,2466_01,,1.0,61.0,897.0,0.0
2294,2467_01,999.0,0.0,49.0,0.0,11.0
2295,2470_01,139.0,0.0,0.0,567.0,0.0
2296,2470_02,0.0,,0.0,543.0,
2297,2471_01,0.0,0.0,450.0,94.0,364.0
2298,2472_01,756.0,4.0,30.0,0.0,0.0
2299,2474_01,0.0,0.0,,0.0,0.0
2300,2475_01,0.0,27.0,0.0,3573.0,3643.0
2301,2476_01,0.0,0.0,1.0,0.0,1264.0
2302,2477_01,0.0,,0.0,0.0,0.0
2303,2477_02,0.0,0.0,0.0,0.0,0.0
2304,2478_01,0.0,0.0,0.0,0.0,0.0
2305,2479_01,0.0,0.0,0.0,0.0,0.0
2306,2480_01,682.0,0.0,0.0,0.0,17.0
2307,2483_01,2594.0,195.0,0.0,0.0,0.0
2308,2486_01,552.0,192.0,30.0,0.0,1.0
2309,2486_02,584.0,738.0,54.0,0.0,621.0
2310,2488_01,4483.0,0.0,525.0,0.0,500.0
2311,2489_01,0.0,0.0,0.0,0.0,0.0
2312,2491_01,2.0,2762.0,552.0,0.0,1391.0
2313,2492_01,0.0,0.0,0.0,0.0,0.0
2314,2496_01,64.0,0.0,0.0,660.0,0.0
2315,2497_01,0.0,0.0,0.0,33.0,619.0
2316,2498_01,148.0,0.0,34.0,808.0,0.0
2317,2499_01,0.0,0.0,0.0,0.0,0.0
2318,2500_01,272.0,44.0,0.0,1064.0,418.0
2319,2502_01,873.0,12.0,1.0,0.0,3.0
2320,2503_01,311.0,0.0,745.0,232.0,0.0
2321,2503_02,0.0,0.0,0.0,0.0,0.0
2322,2505_01,0.0,13.0,291.0,481.0,2.0
2323,2505_02,0.0,5.0,4.0,541.0,238.0
2324,2506_01,0.0,2506.0,46.0,11001.0,5.0
2325,2506_02,0.0,0.0,0.0,0.0,0.0
2326,2506_03,36.0,2467.0,0.0,381.0,803.0
2327,2508_01,0.0,,0.0,0.0,0.0
2328,2508_02,0.0,0.0,0.0,0.0,0.0
2329,2509_01,0.0,9.0,1145.0,0.0,0.0
2330,2510_01,34.0,0.0,1342.0,91.0,0.0
2331,2512_01,0.0,8759.0,0.0,2788.0,4513.0
2332,2512_02,0.0,0.0,0.0,0.0,0.0
2333,2513_01,0.0,55.0,0.0,656.0,0.0
2334,2515_01,2.0,2144.0,0.0,435.0,5872.0
2335,2515_02,0.0,0.0,0.0,0.0,0.0
2336,2516_01,75.0,17.0,0.0,211.0,506.0
2337,2518_01,0.0,0.0,0.0,0.0,0.0
2338,2518_02,0.0,0.0,0.0,0.0,0.0
2339,2519_01,172.0,775.0,344.0,0.0,0.0
2340,2520_01,0.0,5407.0,0.0,285.0,1135.0
2341,2521_01,0.0,0.0,0.0,0.0,0.0
2342,2522_01,0.0,0.0,0.0,0.0,0.0
2343,2523_01,0.0,0.0,,0.0,0.0
2344,2524_01,0.0,0.0,0.0,,0.0
2345,2526_01,0.0,0.0,0.0,0.0,0.0
2346,2527_01,0.0,0.0,0.0,0.0,0.0
2347,2528_01,639.0,412.0,110.0,0.0,0.0
2348,2530_01,1734.0,1.0,189.0,1.0,0.0
2349,2531_01,0.0,0.0,0.0,0.0,0.0
2350,2532_01,737.0,37.0,1682.0,0.0,0.0
2351,2532_02,0.0,0.0,0.0,0.0,0.0
2352,2534_01,0.0,646.0,0.0,,1425.0
2353,2534_02,0.0,0.0,0.0,0.0,0.0
2354,2535_01,0.0,0.0,0.0,0.0,0.0
2355,2537_01,0.0,9.0,292.0,35.0,349.0
2356,2540_01,345.0,0.0,451.0,0.0,582.0
2357,2541_01,0.0,1482.0,127.0,1555.0,1257.0
2358,2542_01,834.0,0.0,28.0,117.0,41.0
2359,2544_01,0.0,0.0,0.0,0.0,0.0
2360,2544_02,41.0,1912.0,0.0,1899.0,43.0
2361,2545_01,0.0,0.0,0.0,0.0,0.0
2362,2546_01,548.0,179.0,24.0,0.0,77.0
2363,2547_01,0.0,100.0,0.0,1402.0,1462.0
2364,2547_02,0.0,12809.0,2.0,2835.0,1514.0
2365,2548_01,852.0,48.0,0.0,7.0,0.0
2366,2549_01,1663.0,0.0,23.0,2.0,12.0
2367,2549_02,0.0,0.0,0.0,0.0,0.0
2368,2549_03,1281.0,0.0,7.0,1.0,0.0
2369,2550_01,0.0,0.0,0.0,0.0,0.0
2370,2551_01,238.0,156.0,3.0,2.0,324.0
2371,2552_01,0.0,1124.0,4.0,0.0,0.0
2372,2552_02,0.0,0.0,0.0,0.0,
2373,2552_03,0.0,0.0,0.0,0.0,0.0
2374,2553_01,0.0,0.0,0.0,0.0,0.0
2375,2555_01,0.0,0.0,0.0,0.0,0.0
2376,2555_02,0.0,0.0,0.0,0.0,0.0
2377,2557_01,0.0,0.0,0.0,0.0,0.0
2378,2558_01,0.0,0.0,0.0,0.0,0.0
2379,2558_02,0.0,0.0,0.0,0.0,0.0
2380,2558_03,403.0,0.0,922.0,0.0,0.0
2381,2558_04,0.0,0.0,0.0,0.0,0.0
2382,2559_01,0.0,1949.0,0.0,2549.0,39.0
2383,2560_01,0.0,0.0,0.0,0.0,0.0
2384,2560_02,882.0,0.0,0.0,,0.0
2385,2560_03,0.0,0.0,0.0,0.0,0.0
2386,2561_01,194.0,44.0,0.0,549.0,1.0
2387,2562_01,0.0,0.0,0.0,0.0,0.0
2388,2562_02,2502.0,0.0,96.0,0.0,0.0
2389,2564_01,2.0,3024.0,0.0,89.0,10.0
2390,2565_01,0.0,0.0,0.0,0.0,0.0
2391,2565_02,598.0,0.0,138.0,0.0,624.0
2392,2571_01,145.0,8.0,557.0,0.0,74.0
2393,2572_01,0.0,0.0,0.0,0.0,0.0
2394,2572_02,0.0,0.0,0.0,0.0,0.0
2395,2573_01,0.0,0.0,0.0,0.0,0.0
2396,2574_01,10.0,303.0,12.0,0.0,478.0
2397,2578_01,1153.0,0.0,0.0,1409.0,195.0
2398,2580_01,19.0,676.0,0.0,26.0,0.0
2399,2581_01,496.0,20.0,16.0,0.0,254.0
2400,2581_02,26.0,0.0,0.0,0.0,733.0
2401,2582_01,98.0,0.0,46.0,641.0,0.0
2402,2584_01,0.0,0.0,,0.0,0.0
2403,2588_01,4.0,166.0,743.0,0.0,0.0
2404,2589_01,0.0,0.0,0.0,0.0,0.0
2405,2589_02,0.0,0.0,0.0,0.0,0.0
2406,2589_03,0.0,8150.0,0.0,3508.0,99.0
2407,2589_04,0.0,632.0,0.0,673.0,2272.0
2408,2589_05,0.0,0.0,0.0,0.0,0.0
2409,2590_01,0.0,0.0,0.0,0.0,0.0
2410,2590_02,406.0,148.0,285.0,0.0,0.0
2411,2590_03,0.0,0.0,0.0,0.0,0.0
2412,2591_01,9.0,419.0,0.0,201.0,7.0
2413,2591_02,0.0,121.0,0.0,568.0,128.0
2414,2592_01,803.0,0.0,0.0,58.0,0.0
2415,2592_02,1102.0,9.0,2628.0,0.0,0.0
2416,2593_01,804.0,2.0,13.0,0.0,62.0
2417,2594_01,0.0,0.0,0.0,0.0,0.0
2418,2595_01,0.0,0.0,0.0,0.0,0.0
2419,2595_02,0.0,0.0,0.0,0.0,0.0
2420,2595_03,938.0,61.0,0.0,53.0,4.0
2421,2595_04,0.0,0.0,0.0,0.0,0.0
2422,2596_01,59.0,0.0,1646.0,1657.0,0.0
2423,2596_02,0.0,0.0,0.0,0.0,0.0
2424,2597_01,0.0,0.0,0.0,0.0,0.0
2425,2597_02,995.0,7.0,1213.0,0.0,687.0
2426,2598_01,27.0,0.0,1131.0,0.0,1318.0
2427,2599_01,0.0,0.0,0.0,0.0,0.0
2428,2601_01,0.0,0.0,0.0,0.0,0.0
2429,2602_01,0.0,0.0,0.0,0.0,0.0
2430,2602_02,0.0,0.0,0.0,0.0,0.0
2431,2602_03,0.0,0.0,0.0,0.0,0.0
2432,2605_01,0.0,0.0,0.0,0.0,0.0
2433,2606_01,900.0,0.0,0.0,0.0,1.0
2434,2606_02,10.0,16.0,801.0,73.0,
2435,2607_01,0.0,0.0,0.0,0.0,0.0
2436,2607_02,0.0,0.0,0.0,0.0,0.0
2437,2607_03,0.0,1471.0,2.0,445.0,533.0
2438,2607_04,0.0,0.0,0.0,0.0,0.0
2439,2609_01,0.0,0.0,0.0,0.0,0.0
2440,2616_01,0.0,604.0,0.0,0.0,218.0
2441,2617_01,59.0,0.0,469.0,0.0,0.0
2442,2618_01,0.0,0.0,0.0,0.0,0.0
2443,2619_01,2000.0,0.0,0.0,0.0,0.0
2444,2622_01,492.0,0.0,13.0,55.0,0.0
2445,2624_01,0.0,0.0,875.0,3.0,
2446,2625_01,0.0,0.0,0.0,0.0,0.0
2447,2625_02,0.0,1.0,271.0,0.0,1348.0
2448,2626_01,232.0,0.0,479.0,0.0,5.0
2449,2627_01,0.0,228.0,5.0,454.0,1.0
2450,2628_01,0.0,0.0,0.0,0.0,0.0
2451,2628_02,0.0,6.0,0.0,2085.0,67.0
2452,2629_01,91.0,6.0,0.0,17.0,693.0
2453,2631_01,0.0,0.0,0.0,0.0,0.0
2454,2633_01,0.0,0.0,0.0,0.0,
2455,2634_01,0.0,0.0,0.0,0.0,
2456,2635_01,1867.0,0.0,29.0,72.0,
2457,2636_01,,0.0,137.0,671.0,
2458,2638_01,0.0,29.0,0.0,759.0,0.0
2459,2640_01,0.0,0.0,0.0,0.0,1051.0
2460,2641_01,0.0,0.0,0.0,0.0,0.0
2461,2642_01,0.0,0.0,17.0,0.0,793.0
2462,2643_01,122.0,0.0,6.0,739.0,0.0
2463,2645_01,0.0,815.0,1558.0,3.0,1334.0
2464,2645_02,3.0,2174.0,0.0,10860.0,2564.0
2465,2645_03,0.0,0.0,0.0,0.0,0.0
2466,2645_04,0.0,3053.0,0.0,839.0,2153.0
2467,2645_05,0.0,0.0,0.0,0.0,0.0
2468,2646_01,0.0,286.0,1795.0,712.0,7041.0
2469,2647_01,0.0,0.0,0.0,636.0,68.0
2470,2648_01,490.0,313.0,0.0,6.0,0.0
2471,2649_01,46.0,0.0,1994.0,0.0,677.0
2472,2650_01,0.0,0.0,0.0,0.0,0.0
2473,2651_01,0.0,0.0,0.0,0.0,0.0
2474,2652_01,0.0,0.0,670.0,0.0,32.0
2475,2655_01,0.0,0.0,0.0,0.0,0.0
2476,2657_01,0.0,27.0,1.0,686.0,1.0
2477,2658_01,366.0,1136.0,795.0,132.0,0.0
2478,2659_01,,0.0,0.0,0.0,0.0
2479,2660_01,0.0,0.0,,2.0,1215.0
